***small example from ESPaDOnS LibreEsprit format
  47824 5
  535.6171  9.5204e-01 -6.4947e-04  4.8720e-04 -6.3840e-06  8.4437e-04
  535.6207  9.5317e-01 -8.5222e-04 -1.2002e-03 -5.4131e-04  8.4487e-04
  535.6240  9.5017e-01 -1.7484e-04  1.7203e-04 -1.4177e-03  8.6561e-04
  535.6274  9.4513e-01 -1.5599e-04  2.4094e-04 -1.5238e-03  8.4902e-04
  535.6309  9.2740e-01 -1.0066e-03 -3.0042e-04 -8.8872e-04  8.2542e-04
  535.6342  9.0132e-01  3.4783e-04  4.4284e-04  8.0524e-05  8.4174e-04
  535.6378  8.8500e-01 -5.8322e-04  4.8767e-04  7.6850e-05  8.3192e-04
  535.6411  8.9916e-01 -6.8937e-04 -4.7150e-04 -7.5360e-05  8.0920e-04
  535.6445  9.3079e-01 -1.5737e-03  8.9169e-04 -2.4654e-03  8.5126e-04
  535.6478  9.4943e-01 -3.8862e-04  5.7919e-04 -1.8195e-03  8.6336e-04
  535.6514  9.5754e-01  5.2399e-04 -4.2633e-04  3.1146e-04  8.3531e-04
  535.6547  9.5633e-01 -4.4973e-04 -1.6528e-04  1.4790e-04  8.5469e-04
  535.6581  9.5315e-01 -4.3990e-04  3.5631e-04  9.8162e-05  8.6080e-04
  535.6616  9.4552e-01 -1.0511e-05 -7.2932e-05 -2.1925e-04  8.3640e-04
  535.6649  9.3957e-01  3.8822e-04 -1.1563e-03 -6.7622e-04  8.3811e-04
  535.6685  9.3281e-01 -7.3152e-04  7.0303e-04 -4.3113e-04  8.5348e-04
  535.6718  9.3382e-01  2.2005e-03 -7.3493e-04  7.2391e-04  8.4239e-04
  535.6752  9.3617e-01  4.9284e-04 -9.6913e-04  7.8723e-04  8.2654e-04
  535.6786  9.3791e-01  4.1122e-04  6.4162e-04 -2.0825e-05  8.5546e-04
  535.6821  9.4276e-01 -1.3528e-03  9.2571e-04  4.3323e-05  8.5397e-04
  535.6854  9.3893e-01  1.5642e-03  5.1180e-04  6.2566e-04  8.2725e-04
  535.6888  9.4191e-01 -7.1166e-05  6.8489e-05 -2.8136e-04  8.5233e-04
  535.6923  9.4815e-01 -3.3952e-04  2.2956e-03  4.1458e-04  8.5986e-04
  535.6956  9.5417e-01  8.1117e-04  6.9539e-04 -8.2672e-05  8.3411e-04
  535.6992  9.5544e-01 -2.0825e-04  1.7150e-04 -3.0905e-04  8.5292e-04
  535.7025  9.5095e-01 -7.9599e-04 -5.8971e-04 -6.2456e-04  8.6019e-04
  535.7059  9.4977e-01  5.0945e-04 -9.1869e-04 -5.0160e-05  8.3845e-04
  535.7094  9.5149e-01 -1.7823e-04 -8.7433e-04  1.3372e-03  8.3976e-04
  535.7128  9.4919e-01  4.6539e-04 -4.3264e-04 -1.1865e-03  8.6090e-04
  535.7161  9.5049e-01 -9.3369e-04 -3.5855e-04  4.7390e-04  8.4622e-04
  535.7195  9.4504e-01 -2.3075e-04 -1.7383e-03  9.0040e-04  8.2878e-04
  535.7230  9.4143e-01 -1.3579e-03  1.2854e-03  1.1981e-03  8.5548e-04
  535.7263  9.3341e-01  3.8006e-04  1.0311e-03  1.3623e-04  8.4951e-04
  535.7299  9.4109e-01 -6.7110e-04 -5.7118e-04 -1.4303e-03  8.2291e-04
  535.7332  9.4996e-01 -1.7559e-04 -8.8483e-04  8.2257e-04  8.5602e-04
  535.7366  9.4969e-01  6.2752e-04  6.1270e-04  6.2740e-04  8.5842e-04
  535.7401  9.3916e-01 -3.4341e-04 -1.6878e-05 -4.3879e-04  8.2343e-04
  535.7435  9.2273e-01 -7.1951e-04  6.1970e-04  2.1185e-03  8.3664e-04
  535.7468  9.1570e-01  2.8313e-04 -6.1211e-04 -9.3143e-04  8.4100e-04
  535.7502  9.2194e-01  8.5175e-06 -5.0020e-04  1.4279e-03  8.2237e-04
  535.7537  9.3697e-01 -9.2324e-04 -1.0541e-03 -2.3579e-04  8.3270e-04
  535.7570  9.4109e-01 -4.7889e-04 -5.3221e-04  6.9896e-04  8.5289e-04
  535.7604  9.4663e-01 -9.4541e-04  9.5716e-04 -9.3122e-04  8.4345e-04
  535.7639  9.4552e-01 -3.6035e-04 -3.5865e-04 -2.4034e-03  8.2803e-04
  535.7672  9.4815e-01  4.7437e-04  1.4816e-03  8.4538e-05  8.5607e-04
  535.7708  9.4258e-01  6.1788e-04 -5.6528e-04 -8.4382e-04  8.4976e-04
  535.7741  9.4009e-01 -9.5778e-04 -2.7207e-04  9.6005e-04  8.2316e-04
  535.7775  9.3864e-01 -4.1615e-04 -6.4417e-04  5.1382e-04  8.4747e-04
  535.7808  9.3633e-01 -7.5237e-05 -2.1601e-03 -7.3562e-04  8.4965e-04
  535.7844  9.4306e-01 -3.2524e-04  6.8847e-04  1.8046e-04  8.2443e-04
  535.7877  9.5067e-01 -3.0161e-04  2.8278e-04  7.2458e-04  8.4965e-04
  535.7911  9.4845e-01  8.2459e-04 -1.1502e-03  1.4012e-03  8.5883e-04
  535.7946  9.4561e-01 -2.1083e-03  1.9283e-03 -2.6097e-03  8.3334e-04
  535.7979  9.3485e-01 -1.1572e-03  4.3955e-04  5.7636e-04  8.4051e-04
  535.8013  9.3298e-01  2.0188e-04  3.3976e-05 -1.8215e-03  8.5089e-04
  535.8047  9.3498e-01 -9.5140e-04  8.3636e-04  8.1711e-04  8.3558e-04
  535.8082  9.4053e-01  2.3242e-04 -7.1461e-04  1.6260e-03  8.2170e-04
  535.8115  9.4919e-01 -1.9364e-04 -9.7575e-04  2.4135e-04  8.5527e-04
  535.8151  9.4790e-01  3.8522e-04  9.4987e-04 -1.8350e-03  8.4985e-04
  535.8184  9.5157e-01  9.5411e-04 -2.0178e-03  3.4325e-04  8.2298e-04
  535.8217  9.5269e-01 -2.5239e-04 -3.2338e-04  1.1616e-03  8.5092e-04
  535.8253  9.4878e-01  1.1457e-03 -3.9970e-04 -5.7907e-04  8.5297e-04
  535.8286  9.4327e-01  5.9099e-04 -3.9260e-04 -1.2673e-03  8.2103e-04
  535.8320  9.2220e-01 -2.0417e-03 -2.4093e-04 -1.7543e-04  8.3161e-04
  535.8353  8.7931e-01  1.0001e-03  6.2408e-04  2.5890e-05  8.2055e-04
  535.8389  8.3197e-01  4.6365e-04 -4.8092e-04  1.2019e-04  7.8029e-04
  535.8422  8.3140e-01  7.7126e-04 -8.0275e-04 -1.5957e-05  7.8385e-04
  535.8456  8.7865e-01  1.6049e-04  1.2016e-03 -8.3890e-04  8.2030e-04
  535.8491  9.2643e-01  1.2196e-04  4.2720e-04  5.3063e-04  8.2895e-04
  535.8524  9.4662e-01 -3.0478e-04 -1.2407e-03 -6.9101e-04  8.2264e-04
  535.8558  9.5253e-01  4.6630e-04  8.9870e-04 -3.1265e-04  8.5284e-04
  535.8593  9.5561e-01 -1.0093e-03  7.1748e-04  9.9602e-04  8.5132e-04
  535.8626  9.5750e-01 -9.3737e-04  8.3659e-05  7.2859e-04  8.2536e-04
  535.8660  9.5918e-01 -9.1522e-04 -6.7625e-04 -1.0125e-03  8.5089e-04
  535.8694  9.5561e-01  2.3808e-04  8.6510e-04 -9.1358e-04  8.5262e-04
  535.8729  9.5755e-01 -9.1072e-04  4.2627e-04 -9.4117e-04  8.2629e-04
  535.8762  9.5388e-01  4.6167e-04  2.4010e-04  1.7540e-03  8.4250e-04
  535.8796  9.5043e-01  8.0070e-04 -2.1985e-04 -1.3339e-03  8.5083e-04
  535.8831  9.5063e-01 -7.7137e-04  1.5791e-03  1.6430e-03  8.2937e-04
  535.8864  9.4935e-01  8.1154e-04 -5.3325e-04 -7.2464e-05  8.2971e-04
  535.8898  9.4840e-01  3.8718e-04  7.0411e-04 -9.8599e-04  8.5229e-04
  535.8932  9.4872e-01  5.3385e-04 -7.1448e-04  2.2901e-03  8.3908e-04
  535.8967  9.5146e-01 -7.3546e-04  2.5860e-05  7.1281e-05  8.2179e-04
  535.9000  9.5175e-01  1.0244e-04  3.9538e-05 -7.2705e-04  8.5173e-04
  535.9034  9.5366e-01  2.9021e-04  1.0326e-03  5.8983e-04  8.4671e-04
  535.9069  9.5455e-01 -4.1119e-04  8.2274e-04 -1.3174e-03  8.2026e-04
  535.9102  9.4715e-01 -2.0060e-04 -1.9094e-04  1.0572e-03  8.4493e-04
  535.9138  9.3793e-01  2.3256e-04  5.3789e-04  3.2759e-05  8.4349e-04
  535.9171  9.3053e-01  1.4363e-03  6.1646e-04  1.1148e-05  8.1104e-04
  535.9204  9.2875e-01 -3.7955e-04  9.3406e-04 -4.2086e-04  8.3100e-04
  535.9240  9.3035e-01 -5.3416e-04 -4.8936e-04  3.5981e-04  8.3828e-04
  535.9272  9.3164e-01  2.2734e-04 -1.2856e-03 -1.2431e-03  8.1839e-04
  535.9307  9.3501e-01 -7.2456e-05 -1.8044e-03 -2.5791e-04  8.2360e-04
  535.9340  9.3704e-01  1.4777e-03  4.4342e-04 -4.8977e-04  8.4324e-04
  535.9376  9.3879e-01 -7.8696e-04 -1.3832e-03  2.8378e-04  8.3066e-04
  535.9409  9.2746e-01  5.5491e-04 -1.1995e-03  2.5660e-04  8.1188e-04
  535.9442  9.0095e-01  4.4088e-04  8.1578e-04 -1.9839e-04  8.2626e-04
  535.9478  8.7297e-01  6.0036e-04  1.8636e-03  2.2937e-03  8.1212e-04
  535.9510  8.7716e-01 -1.4805e-03  7.6692e-05 -8.4877e-04  7.8776e-04
  535.9545  9.0959e-01 -4.8590e-04  2.8492e-04 -1.4847e-04  8.2700e-04
  535.9578  9.3459e-01 -1.2268e-03  4.5328e-04 -3.7670e-04  8.3841e-04
  535.9612  9.4780e-01 -1.6414e-04 -1.0407e-03  1.6947e-03  8.1737e-04
  535.9647  9.4871e-01  1.0136e-03 -5.2525e-04  1.9086e-03  8.3747e-04
  535.9680  9.5044e-01  7.0695e-05  5.8637e-04  8.6936e-04  8.4728e-04
  535.9714  9.4641e-01  3.5779e-04  1.0041e-03 -3.7745e-04  8.2437e-04
  535.9749  9.3491e-01 -7.1556e-05  3.1769e-04 -4.0541e-04  8.2127e-04
  535.9782  9.2366e-01 -1.6874e-05 -4.0003e-04 -1.9367e-03  8.3753e-04
  535.9816  9.1590e-01  3.3464e-04  1.5474e-03  2.0135e-04  8.1919e-04
  535.9850  9.1924e-01 -1.1363e-03 -1.4560e-04  6.2233e-04  8.0491e-04
  535.9885  9.2628e-01 -1.0745e-03  6.7132e-04  7.1839e-04  8.3685e-04
  535.9918  9.3068e-01 -6.6920e-04  1.2735e-04  1.5058e-03  8.3426e-04
  535.9952  9.2718e-01  1.1056e-03 -4.6506e-04 -1.9513e-03  8.0442e-04
  535.9987  9.1697e-01  8.2250e-05 -1.0574e-03 -3.9309e-04  8.2724e-04
  536.0020  9.1941e-01 -3.4620e-04  1.3779e-03 -1.9217e-03  8.3200e-04
  536.0054  9.2957e-01  2.2107e-04 -6.2610e-04  2.2248e-03  8.0732e-04
  536.0089  9.4575e-01  2.2143e-04 -1.1913e-04  1.6762e-03  8.3380e-04
  536.0123  9.4427e-01 -7.4186e-04  2.9660e-05  6.5569e-04  8.4040e-04
  536.0156  9.4552e-01  6.3422e-04  7.2173e-04  5.9864e-04  8.2035e-04
  536.0190  9.4048e-01 -4.6109e-05 -9.3009e-04  4.0293e-04  8.2080e-04
  536.0225  9.3639e-01  8.6537e-04  9.6987e-04 -7.9479e-04  8.3905e-04
  536.0258  9.3293e-01  1.5502e-03 -3.5549e-04 -1.2589e-03  8.2464e-04
  536.0292  9.3720e-01  9.0263e-05 -1.3043e-04 -1.3302e-03  8.1116e-04
  536.0327  9.3928e-01 -2.0506e-03  1.0744e-03 -2.8581e-05  8.3932e-04
  536.0360  9.3262e-01 -1.0145e-03 -2.7168e-04  2.5330e-04  8.3348e-04
  536.0394  9.2496e-01 -8.1548e-04 -1.4526e-03  4.9845e-04  8.0381e-04
  536.0427  9.1847e-01 -8.4009e-04  1.7780e-03  6.7528e-04  8.2684e-04
  536.0463  9.1968e-01  3.1958e-04 -1.2835e-03 -8.1929e-04  8.2899e-04
  536.0496  9.3299e-01 -1.8016e-04 -5.6501e-04  8.2018e-05  8.0828e-04
  536.0529  9.3714e-01  9.1808e-04  5.3065e-06  7.6614e-04  8.2853e-04
  536.0563  9.4140e-01 -1.3186e-05 -8.7795e-05  2.4021e-04  8.3890e-04
  536.0598  9.4508e-01 -2.5418e-04  5.5949e-04  3.8754e-05  8.1959e-04
  536.0631  9.4379e-01 -4.4349e-04  9.2015e-04  2.2164e-04  8.2013e-04
  536.0665  9.4173e-01  8.0099e-04  8.3752e-04  8.4583e-05  8.3996e-04
  536.0699  9.3358e-01  1.2101e-03  1.1125e-03 -4.3697e-04  8.2392e-04
  536.0734  9.3286e-01 -6.6039e-04 -6.2005e-04 -4.9165e-04  8.0596e-04
  536.0767  9.3897e-01 -9.0151e-04  6.2915e-04  5.9321e-05  8.3811e-04
  536.0801  9.4485e-01 -6.8605e-04 -1.6084e-03  6.0665e-04  8.3492e-04
  536.0836  9.4815e-01 -5.0203e-04  4.5111e-04 -9.1693e-04  8.0903e-04
  536.0869  9.4998e-01 -4.9469e-04 -2.7575e-04  1.7941e-04  8.3673e-04
  536.0902  9.4360e-01  6.8797e-04 -1.2614e-03  1.8540e-04  8.3835e-04
  536.0938  9.3603e-01 -9.4118e-04 -5.3325e-04  1.1477e-03  8.0693e-04
  536.0972  9.3383e-01 -3.8252e-04  5.4638e-04  6.7690e-04  8.2432e-04
  536.1005  9.3858e-01 -9.7933e-04  1.0592e-03 -6.8592e-05  8.3408e-04
  536.1038  9.4735e-01  5.3696e-05 -3.4389e-05 -1.9199e-06  8.1582e-04
  536.1072  9.4932e-01 -1.1579e-03 -1.3474e-04  2.2707e-04  8.2059e-04
  536.1107  9.5088e-01 -1.1227e-03 -4.3426e-04  4.3712e-04  8.4121e-04
  536.1140  9.4986e-01  6.5607e-04 -9.9337e-04  7.7161e-05  8.2683e-04
  536.1176  9.4791e-01 -8.6736e-04  4.0329e-04  4.9863e-04  8.1270e-04
  536.1209  9.4484e-01 -2.9919e-04 -2.2556e-05 -2.0842e-04  8.3751e-04
  536.1243  9.4218e-01 -6.5998e-04  6.9254e-04  2.7854e-05  8.3247e-04
  536.1276  9.4336e-01 -1.2036e-03  6.5558e-05  9.1625e-04  8.0753e-04
  536.1310  9.4879e-01 -8.5281e-04 -7.8710e-04  1.5356e-03  8.3547e-04
  536.1345  9.4725e-01  2.4847e-04 -3.2727e-04  5.7932e-04  8.3654e-04
  536.1378  9.5092e-01  8.0632e-04  1.0780e-03 -3.8855e-04  8.1196e-04
  536.1412  9.4674e-01 -4.6366e-04 -5.2729e-04 -1.0762e-03  8.2831e-04
  536.1447  9.4000e-01 -7.1476e-04  3.0861e-04  8.7502e-04  8.3485e-04
  536.1480  9.4341e-01 -3.8047e-04  5.6226e-04  1.8500e-05  8.1557e-04
  536.1514  9.4178e-01  6.1825e-04 -7.7727e-04  9.1288e-04  8.1635e-04
  536.1547  9.4117e-01 -5.0347e-04 -3.9819e-04 -6.0263e-04  8.3662e-04
  536.1583  9.3250e-01  1.4827e-04  8.7919e-04 -1.8137e-04  8.1930e-04
  536.1616  9.0874e-01  5.7520e-04  2.6441e-04 -3.4012e-04  7.9183e-04
  536.1649  8.8602e-01  2.0704e-03 -1.1093e-03 -4.5504e-04  8.1125e-04
  536.1683  8.7305e-01 -5.5398e-04  3.1191e-04  8.1862e-04  8.0084e-04
  536.1718  8.6281e-01 -4.9844e-04  4.8654e-04 -9.3505e-05  7.7044e-04
  536.1751  8.3698e-01 -5.3819e-04 -9.0977e-04 -4.2117e-04  7.8535e-04
  536.1785  8.1141e-01  9.0031e-04 -4.8317e-04  5.5653e-04  7.7776e-04
  536.1818  7.8673e-01  2.6668e-04  4.2588e-04 -1.3154e-05  7.3903e-04
  536.1854  7.3119e-01 -4.5323e-04 -2.8311e-04 -1.0514e-03  7.2880e-04
  536.1887  6.3744e-01  1.0593e-03  2.7504e-04 -8.9903e-04  6.9510e-04
  536.1920  6.0080e-01  2.3533e-04 -7.1088e-04  3.1415e-04  6.5685e-04
  536.1954  6.6652e-01 -6.8423e-04 -1.1877e-04  1.2979e-03  6.9266e-04
  536.1989  7.6455e-01 -3.8385e-04  6.1834e-05  3.6954e-04  7.5103e-04
  536.2022  8.3927e-01 -2.0397e-04 -6.6951e-04 -4.0582e-04  7.7463e-04
  536.2056  8.8394e-01  2.1554e-04  8.5213e-04 -5.4000e-04  7.8144e-04
  536.2089  9.1568e-01  7.5426e-04 -1.9352e-04 -1.2926e-04  8.2092e-04
  536.2125  9.3010e-01  5.7083e-04  3.5535e-05 -2.7644e-04  8.2320e-04
  536.2158  9.3833e-01  3.0365e-04  4.2045e-04  5.5644e-04  8.0178e-04
  536.2191  9.4667e-01 -3.5494e-04 -2.1647e-04  6.7218e-04  8.3039e-04
  536.2225  9.4698e-01  1.8047e-04  3.6985e-04 -2.7660e-04  8.3401e-04
  536.2260  9.5301e-01 -4.9567e-04  8.0996e-05  6.7311e-04  8.0884e-04
  536.2293  9.5001e-01 -8.3840e-04  7.3239e-04 -1.1018e-03  8.2529e-04
  536.2327  9.5439e-01  8.3492e-04 -5.9870e-04  1.0822e-03  8.3553e-04
  536.2360  9.5382e-01 -1.6487e-04 -5.4415e-04 -6.6401e-04  8.1624e-04
  536.2396  9.4636e-01  2.8663e-04  3.8130e-05  2.8060e-04  8.1461e-04
  536.2429  9.4328e-01 -1.1502e-04 -1.0090e-04 -3.8768e-04  8.3371e-04
  536.2462  9.4024e-01 -1.0767e-04  4.6711e-04 -4.7380e-04  8.1864e-04
  536.2496  9.3296e-01  1.1715e-03  1.0345e-03  4.6320e-05  7.9978e-04
  536.2531  9.2554e-01  1.0375e-03 -1.1287e-03  9.8005e-04  8.2473e-04
  536.2564  9.2234e-01  8.3921e-04  4.5278e-04  1.1278e-03  8.1879e-04
  536.2598  9.2742e-01 -3.9527e-04  1.0535e-03  1.4303e-03  7.9306e-04
  536.2631  9.3836e-01 -6.6409e-04  5.2628e-05  9.3356e-04  8.2501e-04
  536.2665  9.4568e-01  1.3607e-03 -5.4702e-04  1.7820e-04  8.3196e-04
  536.2700  9.4979e-01 -9.4750e-05 -1.3738e-03  8.9159e-04  8.0338e-04
  536.2733  9.5095e-01  2.0480e-04 -2.4090e-05  2.4197e-04  8.2542e-04
  536.2767  9.4842e-01  6.1358e-04 -9.4431e-04  6.3565e-04  8.3137e-04
  536.2802  9.4066e-01 -4.9104e-04 -1.5893e-03 -9.6306e-05  8.0759e-04
  536.2836  9.3030e-01  1.1072e-04 -7.2466e-04 -6.3392e-04  8.0603e-04
  536.2869  9.2332e-01 -1.8368e-03 -5.0706e-04  1.0758e-04  8.2058e-04
  536.2902  9.1961e-01  3.8687e-04  7.6078e-04 -9.0034e-04  8.0671e-04
  536.2936  8.8737e-01  7.3460e-05 -5.2868e-05  3.2115e-04  7.7841e-04
  536.2971  8.1449e-01 -1.4079e-06  4.7180e-04  1.6082e-03  7.7038e-04
  536.3004  6.8581e-01 -8.3221e-04  1.2518e-03  1.1717e-03  7.1318e-04
  536.3037  5.7338e-01 -9.1163e-05 -2.6249e-04 -1.1636e-03  6.3375e-04
  536.3073  5.4215e-01 -2.6162e-04  9.3191e-04  7.9552e-04  6.3883e-04
  536.3105  5.5753e-01  5.3192e-04  3.1289e-04  7.4292e-04  6.4611e-04
  536.3140  5.7190e-01 -6.0085e-04  4.1397e-04 -8.9653e-06  6.3247e-04
  536.3173  6.2302e-01  3.5893e-04  7.6178e-04  4.1908e-04  6.7607e-04
  536.3206  7.3548e-01 -8.4599e-04  4.3151e-04  2.0265e-04  7.3175e-04
  536.3242  8.4062e-01  3.0663e-04  7.0989e-04 -1.1674e-04  7.6127e-04
  536.3275  8.9438e-01 -7.7189e-04 -1.2657e-03  4.9976e-04  7.8774e-04
  536.3308  9.1419e-01 -6.7296e-06  1.0721e-03 -2.9728e-04  8.1727e-04
  536.3342  9.2136e-01 -3.0398e-05 -7.0135e-05  2.1844e-03  8.0696e-04
  536.3375  9.2530e-01  4.9258e-04 -2.7730e-04  3.2969e-04  7.9337e-04
  536.3411  9.3495e-01  3.6270e-04 -7.2656e-04  1.9804e-03  8.2442e-04
  536.3444  9.4338e-01  4.1676e-04 -1.3693e-03 -9.3826e-04  8.2541e-04
  536.3477  9.4737e-01 -3.8851e-05  6.6737e-04  8.2630e-04  7.9886e-04
  536.3511  9.4553e-01  3.2461e-05  1.8318e-04 -2.4891e-04  8.2543e-04
  536.3546  9.4012e-01 -1.3453e-04  1.1007e-03  4.3407e-04  8.2689e-04
  536.3579  9.3579e-01 -7.4257e-04  3.0454e-05 -2.9413e-03  7.9474e-04
  536.3613  9.3335e-01 -5.2443e-04 -4.8341e-04  8.0993e-05  8.1408e-04
  536.3646  9.3045e-01 -3.0892e-05 -2.3792e-04  1.7563e-03  8.2049e-04
  536.3680  9.3202e-01 -2.9411e-04 -9.1675e-04  1.4005e-03  8.0007e-04
  536.3715  9.3193e-01  1.4324e-03 -6.5155e-04 -7.6911e-05  8.0363e-04
  536.3748  9.2359e-01  6.2346e-04  2.2202e-04 -1.2864e-03  8.1677e-04
  536.3781  9.1007e-01 -2.8127e-05 -3.7867e-04  7.9020e-04  8.0011e-04
  536.3815  9.0686e-01 -1.2672e-03  4.3594e-04 -4.0514e-05  7.8388e-04
  536.3848  9.1074e-01  1.1751e-04 -2.1097e-04 -1.0188e-03  8.1197e-04
  536.3884  9.2799e-01  4.4936e-04  1.7066e-04 -1.2339e-04  8.1477e-04
  536.3917  9.3792e-01  1.1297e-04  4.1077e-04  5.8373e-04  7.9487e-04
  536.3950  9.4392e-01  6.2897e-05  9.7492e-05  7.9723e-04  8.2083e-04
  536.3984  9.4528e-01  3.6958e-04 -1.3263e-03  9.2296e-04  8.2737e-04
  536.4019  9.4681e-01 -6.5303e-04 -3.9153e-04 -2.3046e-03  8.0007e-04
  536.4052  9.4979e-01  5.9343e-04  1.5328e-03 -1.2296e-03  8.1964e-04
  536.4086  9.4690e-01 -7.0899e-04  1.3368e-03 -1.1159e-03  8.2578e-04
  536.4119  9.4594e-01  8.5421e-04 -1.6311e-04  3.4770e-04  8.0527e-04
  536.4153  9.3689e-01  3.8019e-04 -1.3670e-04 -8.5025e-04  8.0266e-04
  536.4188  9.2413e-01  7.9459e-04  4.0121e-04 -9.4099e-04  8.1855e-04
  536.4221  9.2378e-01 -9.2207e-04 -6.5928e-04 -1.7330e-03  8.0436e-04
  536.4254  9.2113e-01  2.3910e-04 -8.8787e-05  4.0594e-04  7.8886e-04
  536.4288  9.2181e-01  7.2107e-04 -1.0239e-03 -7.8134e-04  8.1539e-04
  536.4323  9.2448e-01  1.4059e-03  7.0842e-04 -8.0033e-04  8.1330e-04
  536.4357  9.2109e-01 -5.6792e-04  8.3078e-04 -7.8878e-04  7.8488e-04
  536.4390  9.1386e-01  4.2086e-04 -4.1659e-04  9.6412e-06  8.0846e-04
  536.4423  9.0714e-01 -5.3428e-04 -1.4426e-03 -7.3480e-04  8.0968e-04
  536.4457  9.0885e-01 -1.0387e-03  9.8577e-04 -2.8156e-04  7.8033e-04
  536.4492  9.1837e-01 -2.1479e-04 -7.5602e-04  6.6815e-04  8.0487e-04
  536.4525  9.2623e-01 -1.3962e-03 -1.4171e-04 -9.2388e-04  8.1462e-04
  536.4558  9.3073e-01 -1.2101e-03 -9.2551e-04 -2.1596e-04  7.9554e-04
  536.4592  9.2602e-01 -6.9728e-04 -9.4701e-04  3.3982e-04  7.9807e-04
  536.4625  9.2037e-01  6.8248e-04 -8.8940e-04 -7.9059e-04  8.1223e-04
  536.4659  9.0722e-01 -1.0732e-04 -4.3749e-05  5.7564e-04  7.9627e-04
  536.4694  8.9235e-01  5.4448e-04 -5.6977e-04 -3.0298e-04  7.7420e-04
  536.4727  8.8553e-01  5.9914e-04 -7.6663e-04  6.8294e-05  7.9768e-04
  536.4760  8.8419e-01 -9.4006e-04 -1.3837e-03 -4.3941e-04  7.9284e-04
  536.4796  8.8925e-01  1.6174e-03 -5.3611e-04 -8.7433e-04  7.7216e-04
  536.4828  8.9277e-01 -4.9558e-04 -1.8400e-04  1.7690e-03  7.9650e-04
  536.4863  8.8463e-01  8.2653e-04 -1.3960e-03 -2.6984e-04  7.9800e-04
  536.4896  8.6895e-01 -1.0080e-03  8.8683e-04 -3.0403e-04  7.6451e-04
  536.4929  8.4837e-01  9.5661e-04 -3.3443e-04 -7.1486e-04  7.7320e-04
  536.4963  8.1645e-01  1.6037e-04 -7.1072e-04 -5.7959e-04  7.6695e-04
  536.4998  7.6636e-01  5.5469e-04 -1.8306e-04  2.2709e-04  7.2742e-04
  536.5031  6.9314e-01  1.2545e-04  6.1895e-04 -6.6584e-05  6.9240e-04
  536.5064  5.8960e-01  3.5849e-04 -6.1015e-05 -7.0511e-04  6.5732e-04
  536.5098  4.5878e-01  6.5718e-04 -1.3354e-03  4.6162e-04  5.7907e-04
  536.5131  3.3092e-01  6.4525e-05  2.8759e-04  4.4637e-04  4.8747e-04
  536.5167  2.7120e-01 -2.4328e-04  1.8732e-04 -3.0453e-04  4.7062e-04
  536.5200  3.1974e-01  1.0566e-03 -2.9958e-04  4.4070e-04  4.9150e-04
  536.5233  4.4535e-01  5.6027e-04 -3.8690e-04  7.6273e-04  5.5118e-04
  536.5266  5.8047e-01  6.0610e-05  2.2489e-06 -4.1246e-04  6.4735e-04
  536.5302  6.8241e-01  8.5578e-04 -8.5764e-04  1.0105e-03  6.9961e-04
  536.5334  7.4996e-01 -1.5715e-03 -3.5653e-04  1.1991e-04  7.0852e-04
  536.5369  7.9835e-01 -1.2775e-03 -7.7313e-04 -6.2857e-04  7.4966e-04
  536.5402  8.3247e-01 -5.3633e-04  9.5720e-04  5.0640e-04  7.7161e-04
  536.5435  8.6078e-01  7.6297e-04 -4.8489e-04 -9.2389e-04  7.6361e-04
  536.5469  8.7507e-01  4.9887e-04  6.3831e-04  1.7892e-04  7.7422e-04
  536.5504  8.7967e-01  3.8348e-04 -1.8232e-04 -1.8945e-04  7.9283e-04
  536.5536  8.7646e-01  3.8678e-04  4.3932e-05  6.9530e-04  7.7895e-04
  536.5571  8.4061e-01 -2.1869e-03 -2.2854e-04 -2.0929e-04  7.4830e-04
  536.5604  7.4583e-01 -3.0377e-04  7.7427e-04  1.4347e-04  7.2798e-04
  536.5637  5.7837e-01  1.2661e-03 -3.5528e-04 -5.8029e-04  6.4683e-04
  536.5671  4.1734e-01  1.6297e-04 -3.8523e-05  1.2484e-03  5.4103e-04
  536.5706  3.8823e-01  9.1656e-04 -6.6545e-04 -2.8754e-05  5.4624e-04
  536.5739  5.2280e-01  1.1761e-03 -5.0257e-04 -3.7734e-04  6.1100e-04
  536.5772  7.0590e-01 -6.2108e-05  1.2444e-03  1.8092e-05  6.8389e-04
  536.5806  8.2920e-01  6.5776e-04  8.4874e-04 -7.9657e-04  7.5954e-04
  536.5839  8.7697e-01 -5.5728e-04  3.0166e-04  2.4900e-04  7.8878e-04
  536.5873  8.8719e-01 -2.7596e-04 -5.0440e-04 -1.7214e-03  7.7552e-04
  536.5908  8.9101e-01 -1.3340e-04 -9.5373e-04  6.1563e-04  7.7803e-04
  536.5941  9.0137e-01  6.9747e-04  3.2707e-04  4.6567e-04  8.0223e-04
  536.5974  9.0848e-01 -4.6173e-04  2.8046e-04 -7.0734e-04  7.9192e-04
  536.6008  9.1634e-01  1.4003e-03  5.7144e-04 -7.1969e-04  7.8035e-04
  536.6041  9.2424e-01 -1.3910e-03  3.9008e-04  9.3028e-04  8.0876e-04
  536.6075  9.3047e-01 -1.3306e-03 -1.0768e-03  5.6142e-04  8.0810e-04
